Fecha,Cierre,Apertura,Máximo,Mínimo,Quarter,Weekday
2012-01-06,27.72,28.89,29.15,27.39,1,Friday
2012-01-08,20.88,21.5,21.58,20.84,1,Sunday
2012-01-10,21.99,22.08,22.59,21.73,1,Tuesday
2012-01-11,21.21,21.08,21.44,21.01,1,Wednesday
2012-02-07,30.77,31.25,31.73,30.55,1,Tuesday
2012-02-08,20.04,20.77,20.84,19.82,1,Wednesday
2012-02-10,22.27,22.08,22.49,21.82,1,Friday
2012-02-11,21.18,21.26,21.69,21.07,1,Saturday
2012-03-07,31.2,30.91,31.44,30.8,1,Wednesday
2012-03-08,21.09,20.36,22.16,19.9,1,Thursday
2012-03-10,21.83,22.3,22.49,21.8,1,Saturday
2012-03-12,27.04,28.0,28.88,26.98,1,Monday
2012-04-06,26.9,27.2,27.65,26.44,2,Friday
2012-04-09,17.73,18.08,18.27,17.55,2,Monday
2012-04-10,21.95,22.32,22.4,21.41,2,Tuesday
2012-04-12,27.46,27.06,27.76,26.68,2,Thursday
2012-05-06,25.87,26.7,27.76,25.75,2,Sunday
2012-05-07,31.47,31.32,31.62,31.02,2,Monday
2012-05-09,18.58,18.27,18.75,18.18,2,Wednesday
2012-05-10,20.91,21.49,21.63,20.88,2,Thursday
2012-05-11,21.25,21.1,21.48,20.92,2,Friday
2012-05-12,27.71,27.75,27.9,27.26,2,Saturday
2012-05-18,38.23,42.05,45.0,38.0,2,Friday
2012-05-21,34.03,36.53,36.66,33.0,2,Monday
2012-05-22,31.0,32.61,33.59,30.94,2,Tuesday
2012-05-23,32.0,31.37,32.5,31.36,2,Wednesday
2012-05-24,33.03,32.95,33.21,31.77,2,Thursday
2012-05-25,31.91,32.9,32.95,31.11,2,Friday
2012-05-29,28.84,31.48,31.69,28.65,2,Tuesday
2012-05-30,28.19,28.7,29.55,27.86,2,Wednesday
2012-05-31,29.6,28.55,29.67,26.83,2,Thursday
2012-06-06,26.81,26.07,27.17,25.52,2,Wednesday
2012-06-07,31.73,31.44,31.9,31.26,2,Thursday
2012-06-08,21.92,21.39,22.15,21.3,2,Friday
2012-06-09,18.96,18.74,19.26,18.72,2,Saturday
2012-06-11,21.17,21.24,21.37,20.99,2,Monday
2012-06-12,26.97,27.68,27.75,26.82,2,Tuesday
2012-06-13,27.27,27.66,28.1,27.1,2,Wednesday
2012-06-14,28.29,27.65,28.32,27.38,2,Thursday
2012-06-15,30.01,28.5,30.1,28.35,2,Friday
2012-06-18,31.41,29.95,32.08,29.41,2,Monday
2012-06-19,31.91,31.54,32.18,30.7,2,Tuesday
2012-06-20,31.6,31.92,31.93,31.15,2,Wednesday
2012-06-21,31.84,31.67,32.5,31.51,2,Thursday
2012-06-22,33.05,32.41,33.45,32.06,2,Friday
2012-06-25,32.06,32.86,33.02,31.55,2,Monday
2012-06-26,33.1,32.69,33.44,32.5,2,Tuesday
2012-06-27,32.23,32.46,32.9,31.9,2,Wednesday
2012-06-28,31.36,31.96,32.19,30.9,2,Thursday
2012-06-29,31.09,31.92,31.99,30.76,2,Friday
2012-07-06,26.31,27.0,27.35,26.15,3,Friday
2012-07-08,20.72,22.2,22.45,20.5,3,Sunday
2012-07-09,18.98,19.1,19.42,18.78,3,Monday
2012-07-11,20.47,20.85,20.95,20.37,3,Wednesday
2012-07-12,27.48,27.07,27.78,26.84,3,Thursday
2012-07-13,30.72,31.04,31.07,30.56,3,Friday
2012-07-16,28.25,30.5,30.5,28.21,3,Monday
2012-07-17,28.09,28.48,28.59,27.15,3,Tuesday
2012-07-18,29.11,28.31,29.29,28.15,3,Wednesday
2012-07-19,29.0,29.41,29.5,28.63,3,Thursday
2012-07-20,28.76,29.0,29.47,28.72,3,Friday
2012-07-23,28.75,28.12,29.0,28.01,3,Monday
2012-07-24,28.45,28.82,29.45,28.1,3,Tuesday
2012-07-25,29.34,28.39,29.49,28.08,3,Wednesday
2012-07-26,26.84,27.75,28.23,26.73,3,Thursday
2012-07-27,23.7,23.19,24.54,22.28,3,Friday
2012-07-30,23.15,24.0,24.04,23.03,3,Monday
2012-07-31,21.71,23.37,23.37,21.61,3,Tuesday
2012-08-06,27.1,26.55,27.76,26.44,3,Monday
2012-08-08,20.72,20.71,21.15,20.22,3,Wednesday
2012-08-10,20.4,20.4,20.75,20.16,3,Friday
2012-08-11,19.99,20.52,20.73,19.98,3,Saturday
2012-08-13,21.6,22.15,22.45,21.4,3,Monday
2012-08-14,20.38,21.41,21.6,20.25,3,Tuesday
2012-08-15,21.2,20.64,21.41,20.4,3,Wednesday
2012-08-16,19.87,20.44,20.48,19.69,3,Thursday
2012-08-17,19.05,20.0,20.08,19.0,3,Friday
2012-08-20,20.01,19.05,20.13,18.75,3,Monday
2012-08-21,19.16,19.58,19.98,19.09,3,Tuesday
2012-08-22,19.44,19.36,19.53,18.96,3,Wednesday
2012-08-23,19.44,19.5,19.73,19.36,3,Thursday
2012-08-24,19.41,19.52,19.68,19.25,3,Friday
2012-08-27,19.15,19.49,19.53,19.1,3,Monday
2012-08-28,19.34,19.1,19.38,18.95,3,Tuesday
2012-08-29,19.1,19.32,19.38,19.07,3,Wednesday
2012-08-30,19.09,19.27,19.45,19.06,3,Thursday
2012-08-31,18.06,18.68,18.7,18.03,3,Friday
2012-09-07,32.17,32.1,32.88,31.99,3,Friday
2012-09-08,21.01,20.75,21.17,20.61,3,Saturday
2012-09-10,20.23,20.39,20.55,19.97,3,Monday
2012-09-11,19.21,19.95,20.0,19.13,3,Tuesday
2012-09-13,20.71,20.95,21.48,20.61,3,Thursday
2012-09-14,22.0,21.13,22.08,20.9,3,Friday
2012-09-17,21.52,22.67,22.75,21.5,3,Monday
2012-09-18,21.87,21.6,21.98,21.37,3,Tuesday
2012-09-19,23.29,21.99,23.37,21.77,3,Wednesday
2012-09-20,22.59,23.02,23.24,22.54,3,Thursday
2012-09-21,22.86,22.97,23.24,22.6,3,Friday
2012-09-24,20.79,21.78,21.98,20.36,3,Monday
2012-09-25,20.28,21.2,21.21,20.22,3,Tuesday
2012-09-26,20.62,20.14,20.78,19.8,3,Wednesday
2012-09-27,20.32,20.99,21.0,20.16,3,Thursday
2012-09-28,21.66,20.57,21.95,20.5,3,Friday
2012-10-07,31.47,32.43,32.48,31.16,4,Sunday
2012-10-08,21.81,21.41,21.82,21.13,4,Monday
2012-10-09,18.81,19.06,19.2,18.55,4,Tuesday
2012-10-10,19.64,19.93,19.94,19.45,4,Wednesday
2012-10-12,27.84,27.17,28.17,27.1,4,Friday
2012-10-15,19.52,19.68,19.88,19.49,4,Monday
2012-10-16,19.48,19.68,19.69,19.3,4,Tuesday
2012-10-17,19.88,19.5,20.48,19.37,4,Wednesday
2012-10-18,18.98,19.7,19.79,18.89,4,Thursday
2012-10-19,19.0,19.0,19.06,18.8,4,Friday
2012-10-22,19.32,19.2,19.43,19.05,4,Monday
2012-10-23,19.5,19.25,19.8,19.1,4,Tuesday
2012-10-24,23.23,24.13,24.25,22.85,4,Wednesday
2012-10-25,22.56,23.29,23.31,22.47,4,Thursday
2012-10-26,21.94,22.4,22.88,21.88,4,Friday
2012-10-31,21.11,20.82,21.5,20.73,4,Wednesday
2012-11-06,27.0,27.18,28.07,26.84,4,Tuesday
2012-11-07,30.97,31.48,31.56,30.55,4,Wednesday
2012-11-09,19.43,18.92,19.58,18.85,4,Friday
2012-11-10,19.75,19.88,19.96,19.61,4,Saturday
2012-11-12,27.98,28.07,28.24,27.66,4,Monday
2012-11-13,19.86,19.61,20.11,19.56,4,Tuesday
2012-11-14,22.36,20.1,22.5,19.93,4,Wednesday
2012-11-15,22.17,22.34,22.5,21.65,4,Thursday
2012-11-16,23.56,22.25,23.93,22.18,4,Friday
2012-11-19,22.92,23.95,24.12,22.82,4,Monday
2012-11-20,23.1,22.73,23.9,22.7,4,Tuesday
2012-11-21,24.32,23.22,24.53,23.05,4,Wednesday
2012-11-23,24.0,24.58,24.68,23.88,4,Friday
2012-11-26,25.94,24.93,26.09,24.81,4,Monday
2012-11-27,26.15,26.04,26.5,25.46,4,Tuesday
2012-11-28,26.36,25.94,26.49,25.75,4,Wednesday
2012-11-29,27.32,26.5,27.52,26.16,4,Thursday
2012-11-30,28.0,27.26,28.0,26.76,4,Friday
2012-12-06,27.4,27.48,27.77,26.96,4,Thursday
2012-12-07,30.81,30.7,31.4,30.6,4,Friday
2012-12-09,20.93,20.76,21.16,20.28,4,Sunday
2012-12-10,19.52,19.75,19.8,19.48,4,Monday
2012-12-11,20.07,19.15,20.17,18.87,4,Tuesday
2012-12-12,27.58,28.0,28.14,27.37,4,Wednesday
2012-12-13,28.24,27.59,28.75,27.43,4,Thursday
2012-12-14,26.81,28.18,28.33,26.76,4,Friday
2012-12-17,26.75,26.77,27.0,26.32,4,Monday
2012-12-18,27.71,26.96,27.91,26.9,4,Tuesday
2012-12-19,27.41,27.83,28.22,26.95,4,Wednesday
2012-12-20,27.36,27.49,27.6,27.13,4,Thursday
2012-12-21,26.26,26.66,27.01,26.12,4,Friday
2012-12-24,26.93,26.5,26.96,26.2,4,Monday
2012-12-26,26.51,27.03,27.18,26.38,4,Wednesday
2012-12-27,26.05,26.55,26.8,25.52,4,Thursday
2012-12-28,25.91,25.48,26.11,25.15,4,Friday
2012-12-31,26.62,26.2,26.99,26.11,4,Monday
2013-01-02,29.73,31.01,31.02,29.63,1,Wednesday
2013-01-03,27.78,27.05,28.12,26.81,1,Thursday
2013-01-04,25.53,25.63,25.89,25.28,1,Friday
2013-01-05,27.43,27.85,27.91,27.31,1,Saturday
2013-01-07,24.81,24.97,25.06,24.62,1,Monday
2013-01-08,37.49,37.3,38.29,36.92,1,Tuesday
2013-01-10,50.42,49.97,51.03,49.45,1,Thursday
2013-01-11,49.75,50.85,52.09,49.72,1,Friday
2013-01-14,30.95,32.08,32.21,30.62,1,Monday
2013-01-15,30.1,30.64,31.71,29.88,1,Tuesday
2013-01-16,29.85,30.21,30.35,29.53,1,Wednesday
2013-01-17,30.14,30.08,30.42,30.03,1,Thursday
2013-01-18,29.66,30.31,30.44,29.27,1,Friday
2013-01-22,30.73,29.75,30.89,29.74,1,Tuesday
2013-01-23,30.82,31.1,31.5,30.8,1,Wednesday
2013-01-24,31.08,31.27,31.49,30.81,1,Thursday
2013-01-25,31.54,31.41,31.93,31.13,1,Friday
2013-01-28,32.47,31.88,32.51,31.81,1,Monday
2013-01-29,30.79,32.0,32.07,30.71,1,Tuesday
2013-01-30,31.24,30.98,31.49,30.88,1,Wednesday
2013-01-31,30.98,29.15,31.47,28.74,1,Thursday
2013-02-01,28.0,27.44,28.18,27.42,1,Friday
2013-02-04,25.42,25.77,26.12,25.3,1,Monday
2013-02-05,28.97,28.01,29.02,27.98,1,Tuesday
2013-02-07,24.41,24.7,24.77,24.3,1,Thursday
2013-02-08,38.05,37.66,38.49,37.5,1,Friday
2013-02-10,50.28,50.13,51.1,49.95,1,Sunday
2013-02-12,47.06,46.9,47.54,46.26,1,Tuesday
2013-02-13,27.91,27.36,28.32,27.31,1,Wednesday
2013-02-14,28.5,28.02,28.63,28.01,1,Thursday
2013-02-15,28.32,28.52,28.75,28.09,1,Friday
2013-02-19,28.93,28.23,29.08,28.12,1,Tuesday
2013-02-20,28.46,28.92,29.05,28.33,1,Wednesday
2013-02-21,27.28,28.28,28.55,27.15,1,Thursday
2013-02-22,27.13,27.62,27.63,26.82,1,Friday
2013-02-25,27.27,27.16,27.64,27.15,1,Monday
2013-02-26,27.39,27.36,27.46,26.7,1,Tuesday
2013-02-27,26.87,27.34,27.34,26.63,1,Wednesday
2013-02-28,27.25,26.84,27.3,26.34,1,Thursday
2013-03-01,27.77,27.88,28.47,27.59,1,Friday
2013-03-04,26.25,25.83,26.39,25.7,1,Monday
2013-03-05,28.31,29.04,29.07,28.15,1,Tuesday
2013-03-06,23.85,24.27,24.32,23.71,1,Wednesday
2013-03-07,24.52,24.22,24.71,24.15,1,Thursday
2013-03-09,41.87,41.84,42.16,41.51,1,Saturday
2013-03-10,49.18,50.47,50.72,49.06,1,Sunday
2013-03-12,46.73,46.75,47.2,46.29,1,Tuesday
2013-03-13,27.08,27.62,27.65,26.92,1,Wednesday
2013-03-14,27.04,27.1,27.43,26.83,1,Thursday
2013-03-15,26.64,27.03,27.06,26.56,1,Friday
2013-03-18,26.49,26.37,26.79,25.78,1,Monday
2013-03-19,26.55,26.53,26.9,26.21,1,Tuesday
2013-03-20,25.86,26.68,26.69,25.78,1,Wednesday
2013-03-21,25.74,25.66,26.11,25.56,1,Thursday
2013-03-22,25.73,25.8,26.01,25.63,1,Friday
2013-03-25,25.13,25.75,25.8,25.08,1,Monday
2013-03-26,25.2,25.08,25.48,25.03,1,Tuesday
2013-03-27,26.09,25.0,26.28,24.72,1,Wednesday
2013-03-28,25.58,26.09,26.17,25.52,1,Thursday
2013-04-01,28.76,28.01,28.93,27.83,2,Monday
2013-04-02,28.11,29.06,29.2,28.01,2,Tuesday
2013-04-03,27.72,27.76,28.06,27.44,2,Wednesday
2013-04-04,27.07,26.62,27.23,26.11,2,Thursday
2013-04-06,23.52,23.89,23.93,23.32,2,Saturday
2013-04-09,41.78,42.01,42.17,41.44,2,Tuesday
2013-04-10,51.04,49.77,51.16,49.57,2,Wednesday
2013-04-11,48.22,49.37,49.75,48.02,2,Thursday
2013-04-12,48.62,46.46,48.77,46.26,2,Friday
2013-04-15,26.52,27.16,27.48,26.36,2,Monday
2013-04-16,26.92,26.81,27.11,26.4,2,Tuesday
2013-04-17,26.62,26.65,27.2,26.39,2,Wednesday
2013-04-18,25.69,26.82,26.82,25.15,2,Thursday
2013-04-19,25.73,25.62,25.96,25.33,2,Friday
2013-04-22,25.97,25.81,26.36,25.7,2,Monday
2013-04-23,25.98,26.21,26.33,25.77,2,Tuesday
2013-04-24,26.11,25.93,26.4,25.8,2,Wednesday
2013-04-25,26.14,26.07,26.4,26.0,2,Thursday
2013-04-26,26.85,26.6,27.62,26.6,2,Friday
2013-04-29,26.98,27.16,27.41,26.86,2,Monday
2013-04-30,27.77,27.13,27.85,27.0,2,Tuesday
2013-05-02,28.64,28.26,28.96,28.04,2,Thursday
2013-05-03,27.52,27.88,28.18,27.21,2,Friday
2013-05-04,27.39,26.86,27.8,26.61,2,Saturday
2013-05-06,22.9,23.35,23.7,22.79,2,Monday
2013-05-07,24.37,24.65,24.66,24.2,2,Tuesday
2013-05-08,39.19,38.43,39.32,38.25,2,Wednesday
2013-05-09,42.66,41.79,42.77,41.77,2,Thursday
2013-05-11,50.1,47.79,50.18,47.51,2,Saturday
2013-05-12,48.34,48.15,48.7,47.87,2,Sunday
2013-05-13,26.82,26.6,27.32,26.53,2,Monday
2013-05-14,27.07,26.89,27.28,26.82,2,Tuesday
2013-05-15,26.6,26.92,26.99,26.4,2,Wednesday
2013-05-16,26.13,26.48,26.55,25.9,2,Thursday
2013-05-17,26.25,26.4,26.6,26.2,2,Friday
2013-05-20,25.76,26.18,26.19,25.69,2,Monday
2013-05-21,25.66,25.87,26.07,25.59,2,Tuesday
2013-05-22,25.16,25.65,25.85,24.92,2,Wednesday
2013-05-23,25.06,24.8,25.53,24.77,2,Thursday
2013-05-24,24.31,24.97,24.97,24.08,2,Friday
2013-05-28,24.1,24.54,24.54,23.92,2,Tuesday
2013-05-29,23.32,23.79,23.81,23.26,2,Wednesday
2013-05-30,24.55,24.13,24.78,23.93,2,Thursday
2013-05-31,24.35,24.63,24.95,24.27,2,Friday
2013-06-02,29.05,28.74,29.29,28.66,2,Sunday
2013-06-03,27.45,28.1,28.13,27.35,2,Monday
2013-06-05,27.57,28.33,28.46,27.48,2,Wednesday
2013-06-06,22.97,22.99,23.09,22.67,2,Thursday
2013-06-08,38.55,39.11,39.25,37.94,2,Saturday
2013-06-09,43.95,43.09,44.61,42.4,2,Sunday
2013-06-11,49.12,50.26,50.45,48.71,2,Tuesday
2013-06-12,47.94,48.98,49.39,47.71,2,Wednesday
2013-06-13,23.73,23.72,23.83,23.27,2,Thursday
2013-06-14,23.63,23.56,23.89,23.26,2,Friday
2013-06-17,24.02,23.91,24.25,23.75,2,Monday
2013-06-18,24.21,24.09,24.69,24.08,2,Tuesday
2013-06-19,24.31,24.2,25.19,24.1,2,Wednesday
2013-06-20,23.9,24.28,24.75,23.65,2,Thursday
2013-06-21,24.53,24.59,24.7,24.05,2,Friday
2013-06-24,23.93,23.95,24.11,23.38,2,Monday
2013-06-25,24.25,24.14,24.43,24.04,2,Tuesday
2013-06-26,24.16,24.51,24.65,23.99,2,Wednesday
2013-06-27,24.66,24.24,24.84,24.21,2,Thursday
2013-06-28,24.88,24.68,24.98,24.42,2,Friday
2013-07-01,29.42,28.69,29.79,28.65,3,Monday
2013-07-02,28.65,29.11,29.15,28.27,3,Tuesday
2013-07-03,28.58,27.57,28.68,27.47,3,Wednesday
2013-07-05,26.89,27.55,27.85,26.85,3,Friday
2013-07-06,23.29,23.03,23.4,22.86,3,Saturday
2013-07-08,38.87,38.61,38.94,37.7,3,Monday
2013-07-10,50.52,50.73,51.29,50.4,3,Wednesday
2013-07-11,47.56,49.24,49.87,47.3,3,Thursday
2013-07-15,26.28,25.93,26.43,25.65,3,Monday
2013-07-16,26.32,26.39,26.75,26.01,3,Tuesday
2013-07-17,26.65,26.37,26.78,26.3,3,Wednesday
2013-07-18,26.18,26.75,26.77,26.12,3,Thursday
2013-07-19,25.88,25.82,26.11,25.6,3,Friday
2013-07-22,26.05,25.99,26.13,25.72,3,Monday
2013-07-23,26.13,26.1,26.3,25.97,3,Tuesday
2013-07-24,26.51,26.32,26.53,26.05,3,Wednesday
2013-07-25,34.36,33.55,34.88,32.75,3,Thursday
2013-07-26,34.01,33.77,34.73,33.56,3,Friday
2013-07-29,35.43,34.07,35.63,34.01,3,Monday
2013-07-30,37.63,35.65,37.96,35.32,3,Tuesday
2013-07-31,36.8,37.96,38.31,36.33,3,Wednesday
2013-08-01,29.06,29.51,29.6,28.86,3,Thursday
2013-08-02,28.55,28.89,29.17,28.51,3,Friday
2013-08-03,27.96,28.43,28.47,27.73,3,Saturday
2013-08-04,26.85,27.19,27.2,26.63,3,Sunday
2013-08-05,27.12,26.88,27.3,26.65,3,Monday
2013-08-07,24.71,24.47,25.04,24.42,3,Wednesday
2013-08-08,38.54,39.13,39.19,38.43,3,Thursday
2013-08-10,47.14,50.6,50.6,47.08,3,Saturday
2013-08-11,47.53,47.81,48.65,47.25,3,Sunday
2013-08-13,37.02,38.24,38.32,36.77,3,Tuesday
2013-08-14,36.65,36.83,37.55,36.62,3,Wednesday
2013-08-15,36.56,36.36,37.07,36.02,3,Thursday
2013-08-16,37.08,36.97,37.49,36.9,3,Friday
2013-08-19,37.81,37.43,38.28,37.14,3,Monday
2013-08-20,38.41,38.35,38.58,37.69,3,Tuesday
2013-08-21,38.32,38.38,38.85,38.15,3,Wednesday
2013-08-22,38.55,38.37,38.75,38.34,3,Thursday
2013-08-23,40.55,39.0,40.63,38.93,3,Friday
2013-08-26,41.34,40.9,41.94,40.62,3,Monday
2013-08-27,39.64,40.68,41.2,39.42,3,Tuesday
2013-08-28,40.55,39.96,40.85,39.88,3,Wednesday
2013-08-29,41.28,40.89,41.78,40.8,3,Thursday
2013-08-30,41.29,42.02,42.26,41.06,3,Friday
2013-09-01,30.59,29.67,30.6,29.49,3,Sunday
2013-09-04,26.59,26.58,26.89,26.42,3,Wednesday
2013-09-05,27.04,27.08,27.55,26.85,3,Thursday
2013-09-07,25.48,25.07,25.49,25.03,3,Saturday
2013-09-08,38.5,38.59,38.74,38.01,3,Sunday
2013-09-09,44.04,44.36,44.79,43.7,3,Monday
2013-09-10,46.77,47.38,47.84,45.26,3,Tuesday
2013-09-12,48.84,48.09,48.97,47.74,3,Thursday
2013-09-13,44.31,45.04,45.08,43.93,3,Friday
2013-09-16,42.51,44.85,44.94,42.43,3,Monday
2013-09-17,45.07,42.5,45.44,42.43,3,Tuesday
2013-09-18,45.23,44.84,45.47,44.4,3,Wednesday
2013-09-19,45.98,45.51,46.05,45.23,3,Thursday
2013-09-20,47.49,46.32,47.6,45.74,3,Friday
2013-09-23,47.19,47.28,47.55,46.29,3,Monday
2013-09-24,48.45,48.51,49.66,48.16,3,Tuesday
2013-09-25,49.46,49.23,49.54,48.46,3,Wednesday
2013-09-26,50.39,50.01,50.6,49.5,3,Thursday
2013-09-27,51.24,50.29,51.28,49.86,3,Friday
2013-09-30,50.23,50.14,51.6,49.8,3,Monday
2013-10-01,31.3,30.6,31.45,30.28,4,Tuesday
2013-10-04,27.57,27.01,27.84,26.9,4,Friday
2013-10-05,26.68,27.14,27.3,26.57,4,Saturday
2013-10-06,24.33,24.06,24.6,23.99,4,Sunday
2013-10-07,25.8,25.58,25.83,25.47,4,Monday
2013-10-09,43.6,44.24,44.26,43.23,4,Wednesday
2013-10-10,49.05,47.87,49.68,47.83,4,Thursday
2013-10-12,50.24,48.64,50.77,48.54,4,Saturday
2013-10-14,49.51,48.31,49.63,47.91,4,Monday
2013-10-15,49.5,49.99,51.0,49.18,4,Tuesday
2013-10-16,51.13,50.04,51.24,49.9,4,Wednesday
2013-10-17,52.21,51.12,52.22,50.95,4,Thursday
2013-10-18,54.22,54.18,54.83,53.6,4,Friday
2013-10-21,53.85,54.68,54.81,53.51,4,Monday
2013-10-22,52.67,54.33,54.76,52.2,4,Tuesday
2013-10-23,51.9,51.75,52.25,51.13,4,Wednesday
2013-10-24,52.45,52.38,52.84,51.59,4,Thursday
2013-10-25,51.95,53.18,53.24,51.88,4,Friday
2013-10-28,50.23,51.54,51.7,49.61,4,Monday
2013-10-29,49.4,50.73,50.79,49.25,4,Tuesday
2013-10-30,49.01,50.0,50.21,48.75,4,Wednesday
2013-10-31,50.2,47.16,52.0,46.5,4,Thursday
2013-11-01,31.72,31.28,31.96,31.1,4,Friday
2013-11-02,28.26,28.61,28.68,28.04,4,Saturday
2013-11-03,28.14,28.01,28.64,27.83,4,Sunday
2013-11-04,28.02,27.48,28.1,27.25,4,Monday
2013-11-06,24.03,24.03,24.35,24.0,4,Wednesday
2013-11-07,25.81,25.96,26.0,25.45,4,Thursday
2013-11-09,45.04,43.39,45.09,43.11,4,Saturday
2013-11-10,49.11,49.18,49.87,48.79,4,Sunday
2013-11-11,46.2,47.04,47.53,45.73,4,Monday
2013-11-12,49.38,50.55,50.77,49.01,4,Tuesday
2013-11-13,48.71,46.23,48.74,46.06,4,Wednesday
2013-11-14,48.99,48.7,49.57,48.03,4,Thursday
2013-11-15,49.01,49.11,49.48,48.71,4,Friday
2013-11-18,45.83,48.47,48.84,45.8,4,Monday
2013-11-19,46.36,46.26,47.0,45.72,4,Tuesday
2013-11-20,46.43,46.61,47.55,46.31,4,Wednesday
2013-11-21,46.7,46.99,47.46,46.69,4,Thursday
2013-11-22,46.23,47.04,47.27,45.96,4,Friday
2013-11-25,44.82,46.36,46.65,44.04,4,Monday
2013-11-26,45.89,44.66,46.17,43.55,4,Tuesday
2013-11-27,46.49,45.97,46.67,45.53,4,Wednesday
2013-11-29,47.01,46.75,47.21,46.5,4,Friday
2013-12-02,27.37,27.67,28.16,27.1,4,Monday
2013-12-03,27.83,28.1,28.32,27.6,4,Tuesday
2013-12-04,27.4,28.0,28.0,27.24,4,Wednesday
2013-12-06,23.77,24.16,24.26,23.58,4,Friday
2013-12-07,25.91,25.74,25.93,25.55,4,Saturday
2013-12-08,38.22,38.2,38.5,38.1,4,Sunday
2013-12-09,44.75,45.53,45.62,44.65,4,Monday
2013-12-11,46.6,46.0,47.37,45.83,4,Wednesday
2013-12-12,51.83,51.05,52.07,50.66,4,Thursday
2013-12-13,53.32,51.66,53.5,51.34,4,Friday
2013-12-16,53.81,53.25,54.5,52.91,4,Monday
2013-12-17,54.86,54.76,55.18,54.24,4,Tuesday
2013-12-18,55.57,54.86,55.89,53.75,4,Wednesday
2013-12-19,55.05,54.33,55.19,53.95,4,Thursday
2013-12-20,55.12,54.93,55.15,54.23,4,Friday
2013-12-23,57.77,55.5,58.32,55.45,4,Monday
2013-12-24,57.96,58.27,58.58,56.91,4,Tuesday
2013-12-26,57.73,58.32,58.38,57.37,4,Thursday
2013-12-27,55.44,57.48,57.68,55.25,4,Friday
2013-12-30,53.71,54.93,55.18,53.43,4,Monday
2013-12-31,54.65,54.12,54.86,53.91,4,Tuesday
2014-01-04,62.62,60.46,62.66,60.24,1,Saturday
2014-01-05,61.15,60.43,62.28,60.21,1,Sunday
2014-01-07,68.06,67.58,68.44,67.39,1,Tuesday
2014-01-08,72.36,72.22,73.22,71.55,1,Wednesday
2014-01-10,76.55,78.78,78.82,75.9,1,Friday
2014-01-12,75.1,77.26,77.31,74.8,1,Sunday
2014-01-13,55.91,57.91,58.25,55.38,1,Monday
2014-01-14,57.74,56.46,57.78,56.1,1,Tuesday
2014-01-15,57.6,57.98,58.57,57.27,1,Wednesday
2014-01-16,57.19,57.26,58.02,56.83,1,Thursday
2014-01-17,56.3,57.3,57.82,56.07,1,Friday
2014-01-21,58.51,56.6,58.58,56.5,1,Tuesday
2014-01-22,57.51,58.85,59.31,57.1,1,Wednesday
2014-01-23,56.63,56.37,56.68,55.69,1,Thursday
2014-01-24,54.45,56.15,56.42,54.4,1,Friday
2014-01-27,53.55,54.73,54.94,51.85,1,Monday
2014-01-28,55.14,54.02,55.28,54.0,1,Tuesday
2014-01-29,53.53,54.61,54.95,53.19,1,Wednesday
2014-01-30,61.08,62.12,62.5,60.46,1,Thursday
2014-01-31,62.57,60.47,63.37,60.17,1,Friday
2014-02-01,54.71,54.83,55.22,54.19,1,Saturday
2014-02-04,62.72,63.21,63.91,62.21,1,Tuesday
2014-02-05,60.46,61.3,61.89,60.18,1,Wednesday
2014-02-06,63.08,63.23,63.59,62.05,1,Thursday
2014-02-07,66.45,68.04,68.3,65.79,1,Friday
2014-02-09,76.68,75.01,76.7,74.82,1,Sunday
2014-02-10,77.08,76.57,77.48,75.64,1,Monday
2014-02-12,75.46,75.33,75.91,75.04,1,Wednesday
2014-02-13,67.33,64.18,67.33,64.05,1,Thursday
2014-02-14,67.09,67.5,67.58,66.72,1,Friday
2014-02-18,67.3,66.94,67.54,66.07,1,Tuesday
2014-02-19,68.06,67.05,69.08,67.0,1,Wednesday
2014-02-20,69.63,67.73,70.11,65.73,1,Thursday
2014-02-21,68.59,69.69,69.96,68.45,1,Friday
2014-02-24,70.78,68.74,71.44,68.54,1,Monday
2014-02-25,69.85,70.95,71.0,69.45,1,Tuesday
2014-02-26,69.26,70.19,71.22,68.85,1,Wednesday
2014-02-27,68.94,69.34,70.01,68.87,1,Thursday
2014-02-28,68.46,69.47,69.88,67.38,1,Friday
2014-03-01,54.56,55.02,55.65,54.53,1,Saturday
2014-03-02,61.48,63.03,63.77,60.7,1,Sunday
2014-03-03,67.41,66.96,68.05,66.51,1,Monday
2014-03-04,59.49,62.55,63.17,59.13,1,Tuesday
2014-03-06,62.87,62.62,63.42,62.32,1,Thursday
2014-03-07,66.29,66.86,67.0,65.76,1,Friday
2014-03-09,75.83,77.14,77.48,75.6,1,Sunday
2014-03-10,77.44,77.76,78.06,77.26,1,Monday
2014-03-11,73.88,75.47,75.52,73.7,1,Tuesday
2014-03-12,74.88,75.38,75.73,74.4,1,Wednesday
2014-03-13,68.83,71.29,71.35,68.15,1,Thursday
2014-03-14,67.72,68.49,69.43,67.46,1,Friday
2014-03-17,68.74,68.18,68.95,66.62,1,Monday
2014-03-18,69.19,68.76,69.6,68.3,1,Tuesday
2014-03-19,68.24,69.17,69.29,67.47,1,Wednesday
2014-03-20,66.97,68.01,68.23,66.82,1,Thursday
2014-03-21,67.24,67.53,67.92,66.18,1,Friday
2014-03-24,64.1,67.19,67.36,63.36,1,Monday
2014-03-25,64.89,64.89,66.19,63.78,1,Tuesday
